FFT	AudioTools 	v10.20.1 Greg’s iPhone battery  66%	2/6/19, 2:31 PM	Internal Mic 3 Low Range	297E0D2C-2342-481F-B5E1-E5B9DE515A74
Frequency	dB	Unweighted
18559	21.1
18829	20.4
19102	20.4
19380	20.4
20000	61.8
overall dB	92.1 dB
decay	Average
averaging	1/12 Octave
source	Internal Mic 3 Low Range
latitude	41.323
longitude	-72.884
saved	2/6/19, 2:31 PM
peak	375.0Hz
